"idb","names","descriptions","images","prices","siteofficiel","categories","linkproducts","desponiblitys","logoofficiel"
"2"," IPRO L40 3G+ - Gold"," Taille d'écran4.0 Processeur:QuadCoreSystéme d'exploitation:Android 6.0MémoireRAM:512 Mo Stockage:4 GoExtensible Jusqu'à32 GoAppareil Photo Arriére:5.0 MégaPixelsLed Flash light.Appareil Photo...","https://static.mytek.tn/img/p/8/1/4/3/2/81432-product_category.jpg","139.900 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/28749-smartphone-ipro-kylin-4-3g-gold.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"3"," IPRO L40 3G+ - Bleu"," Taille d'écran4.0 Processeur:QuadCoreSystéme d'exploitation:Android 6.0MémoireRAM:512 Mo Stockage:4 GoExtensible Jusqu'à32 GoAppareil Photo Arriére:5.0 MégaPixelsLed Flash light.Appareil Photo...","https://static.mytek.tn/img/p/8/1/4/3/7/81437-product_category.jpg","139.900 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/28752-smartphone-ipro-kylin-4-3g-bleu.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"4"," IPRO L40 3G+ - Rose"," Taille d'écran4.0 Processeur:QuadCoreSystéme d'exploitation:Android 6.0MémoireRAM:512 Mo Stockage:4 GoExtensible Jusqu'à32 GoAppareil Photo Arriére:5.0 MégaPixelsLed Flash light.Appareil Photo...","https://static.mytek.tn/img/p/8/1/4/3/5/81435-product_category.jpg","139.900 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/28751-smartphone-ipro-kylin-4-3g-rose.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"5"," IPRO L50 3G+ - Gold"," Taille d'écran5.0 Processeur:QuadCoreSystéme d'exploitation:Android 6.0MémoireRAM:1 Go Stockage:8 GoExtensible Jusqu'à32 GoAppareil Photo Arriére:8.0 MégaPixelsLed Flash light.Appareil Photo...","https://static.mytek.tn/img/p/8/1/4/2/8/81428-product_category.jpg","189.900 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/28746-smartphone-ipro-kylin-5s-3g-gold.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"6"," IPRO L50 3G+ - Noir"," Taille d'écran5.0 Processeur:QuadCoreSystéme d'exploitation:Android 6.0MémoireRAM:1 Go Stockage:8 GoExtensible Jusqu'à32 GoAppareil Photo Arriére:8.0 MégaPixelsLed Flash light.Appareil Photo...","https://static.mytek.tn/img/p/8/1/4/2/5/81425-product_category.jpg","189.900 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/28745-smartphone-ipro-kylin-5s-3g-noir.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"7"," IKU Y3 - Gris (IKU-Y3-GRAY)"," Ecran: 5.5HDProcesseur:Quad coreSystème d'exploitation:AndroidMémoire RAM:1 GoStockage:16 GoAppareil Photo Arriére:5 MP + 2 MP Appareil Photo Frontale:5 MPCapacité de Batterie:2500...","https://static.mytek.tn/img/p/8/0/9/4/0/80940-product_category.jpg","189.900 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/28448-smartphone-iku-y3-gris-iku-y3-gray.html"," COMMANDE 48H ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"8"," IKU Y3 - Noir (IKU-Y3-BLACK)"," Ecran: 5.5HDProcesseur:Quad coreSystème d'exploitation:AndroidMémoire RAM:1 GoStockage:16 GoAppareil Photo Arriére:5 MP + 2 MP Appareil Photo Frontale:5 MPCapacité de Batterie:2500...","https://static.mytek.tn/img/p/8/0/9/3/2/80932-product_category.jpg","189.900 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/28444-smartphone-iku-y3-gris-iku-y3-black.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"9"," IKU Y3 - Gold (IKU-Y3-GOLD)"," Ecran: 5.5HDProcesseur:Quad coreSystème d'exploitation:AndroidMémoire RAM:1 GoStockage:16 GoAppareil Photo Arriére:5 MP + 2 MP Appareil Photo Frontale:5 MPCapacité de Batterie:2500...","https://static.mytek.tn/img/p/8/0/9/4/3/80943-product_category.jpg","189.900 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/28446-smartphone-iku-y3-gold-iku-y3-gold.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"10"," IKU Y3 - Rouge (IKU-Y3-RED)"," Ecran: 5.5HDProcesseur:Quad coreSystème d'exploitation:AndroidMémoire RAM:1 GoStockage:16 GoAppareil Photo Arriére:5 MP + 2 MP Appareil Photo Frontale:5 MPCapacité de Batterie:2500...","https://static.mytek.tn/img/p/8/0/9/3/6/80936-product_category.jpg","189.900 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/28447-smartphone-iku-y3-rouge-iku-y3-red.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"11"," TECNO Pop 2F - Bleu"," Ecran:5.45Processeur:Quad core1.3GHzSystème d'exploitation:Android Oreo v8.1(édition Go) Mémoire RAM:1GStockage: 16 GoAppareil Photo5MP(Arriére).8 MP(Avant)avec double flashCapacité de...","https://static.mytek.tn/img/p/8/0/5/4/5/80545-product_category.jpg","195.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/28242-smartphone-tecno-pop-2f-bleu.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"12"," TECNO Pop 2F - Noir"," Ecran:5.45Processeur:Quad core1.3GHzSystème d'exploitation:Android Oreo v8.1(édition Go) Mémoire RAM:1GStockage: 16 GoAppareil Photo5MP(Arriére).8 MP(Avant)avec double flashCapacité de...","https://static.mytek.tn/img/p/8/0/5/3/6/80536-product_category.jpg","195.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/28238-smartphone-tecno-pop-2f-noir.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"13"," NOKIA C1 - Rouge"," Ecran:5.45 FWVGA+ IPS Résolution:960 x 480 pixels Systéme d'exploitation: Android 9.0 PieProcesseur:Mediatek MT6739WWQuadCore1.3 GHz MémoireRAM:1 Go Stockage:16 GoExtensible Jusqu'à64 GoAppareil Photo...","https://static.mytek.tn/img/p/8/1/9/7/9/81979-product_category.jpg","199.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/29054-smartphone-nokia-c1-rouge.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"14"," NOKIA C1 - Noir"," Ecran:5.45 FWVGA+ IPS Résolution:960 x 480 pixels Systéme d'exploitation: Android 9.0 PieProcesseur:Mediatek MT6739WWQuadCore1.3 GHz MémoireRAM:1 Go Stockage:16 GoExtensible Jusqu'à64 GoAppareil Photo...","https://static.mytek.tn/img/p/8/1/9/7/3/81973-product_category.jpg","199.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/29050-smartphone-nokia-c1-noir.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"15"," EVERTEK V5 3G - Gris"," Ecran: 4.95 FWVGA (480 x 960 pixels)Processeur:SC7731EQuad core 1.3GHzSystème d'exploitation:Android GoMémoire RAM:1Go Stockage:8Go Appareil Photo5.0 MP(Arriére).5.0 MP(Avant)Capacité de Batterie:2000...","https://static.mytek.tn/img/p/7/7/6/2/4/77624-product_category.jpg","199.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/26947-smartphone-evertek-v5-3g-gris.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"16"," TECNO Pop 2F - Gold"," Ecran:5.45Processeur:Quad core1.3GHzSystème d'exploitation:Android Oreo v8.1(édition Go) Mémoire RAM:1GStockage: 16 GoAppareil Photo5MP(Arriére).8 MP(Avant)avec double flashCapacité de...","https://static.mytek.tn/img/p/8/0/5/3/9/80539-product_category.jpg","199.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/28240-smartphone-tecno-pop-2f-gold.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"17"," EVERTEK V5 Nano 3G Noir +  Evertek Pasito"," Ecran: 4 WVGA(480 x 800 pixels) Processeur:SC7731EQuad core 1.3GHz Système d'exploitation:Android 9 PieMémoire RAM:512Mo Stockage:4 Go Appareil Photo Arriére2.0 MP. Appareil Photo frontal0.3 MP(Avant)Capacité de...","https://static.mytek.tn/img/p/7/7/7/4/7/77747-product_category.jpg","209.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/26986-smartphone-evertek-v5-nano-3g-noir-smartphone-evertek-pasito.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"18"," EVERTEK V5 Nano 3G Gold +  Evertek Pasito"," Ecran: 4 WVGA(480 x 800 pixels) Processeur:SC7731EQuad core 1.3GHz Système d'exploitation:Android 9 PieMémoire RAM:512Mo Stockage:4 Go Appareil Photo Arriére2.0 MP. Appareil Photo frontal0.3 MP(Avant)Capacité de...","https://static.mytek.tn/img/p/7/7/7/3/8/77738-product_category.jpg","209.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/26981-smartphone-evertek-v5-nano-3g-gold.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"19"," EVERTEK M10 3G Rouge"," Ecran: 5.45 TN FWVGA+ (480 x 960 pixels) Processeur:SC7731EQuad core 1.3GHz Système d'exploitation:Android GoMémoire RAM:1Go Stockage:16 Go Appareil Photo Arriére5.0 MP. Appareil Photo frontal5.0 MP(Avant)Capacité de...","https://static.mytek.tn/img/p/8/3/6/3/5/83635-product_category.jpg","219.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/29881-smartphone-evertek-m10-3g-rouge.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"20"," EVERTEK M10 3G Café"," Ecran: 5.45 TN FWVGA+ (480 x 960 pixels) Processeur:SC7731EQuad core 1.3GHz Système d'exploitation:Android GoMémoire RAM:1Go Stockage:16 Go Appareil Photo Arriére5.0 MP. Appareil Photo frontal5.0 MP(Avant)Capacité de...","https://static.mytek.tn/img/p/7/7/7/1/1/77711-product_category.jpg","219.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/26974-smartphone-evertek-m10-3g-cafe.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"21"," EVERTEK M10 3G Vert"," Ecran: 5.45 TN FWVGA+ (480 x 960 pixels) Processeur:SC7731EQuad core 1.3GHz Système d'exploitation:Android GoMémoire RAM:1Go Stockage:16 Go Appareil Photo Arriére5.0 MP. Appareil Photo frontal5.0 MP(Avant)Capacité de...","https://static.mytek.tn/img/p/7/7/7/0/7/77707-product_category.jpg","219.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/26973-smartphone-evertek-m10-3g-vert.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"22"," EVERTEK M10 3G Bleu"," Ecran: 5.45 TN FWVGA+ (480 x 960 pixels) Processeur:SC7731EQuad core 1.3GHz Système d'exploitation:Android GoMémoire RAM:1Go Stockage:16 Go Appareil Photo Arriére5.0 MP. Appareil Photo frontal5.0 MP(Avant)Capacité de...","https://static.mytek.tn/img/p/7/7/7/0/5/77705-product_category.jpg","219.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/26970-smartphone-evertek-m10-3g-bleu.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"23"," VERSUS V553 Noir"," Ecran:5.5 FWVGAProcesseur:Quad core1.3GHz ARMSystème d'exploitation:Android 6.0 Mémoire RAM:1GStockage:8 Go Appareil Photo5MP(Arriére) avec Flash. 5 MP(Avant) Capacité de Batterie:2500...","https://static.mytek.tn/img/p/7/8/1/1/3/78113-product_category.jpg","229.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/27135-smartphone-versus-v553-noir.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"24"," VERSUS V553 Gold"," Ecran:5.5 FWVGAProcesseur:Quad core1.3GHz ARMSystème d'exploitation:Android 6.0 Mémoire RAM:1GStockage:8 Go Appareil Photo5MP(Arriére) avec Flash. 5 MP(Avant) Capacité de Batterie:2500...","https://static.mytek.tn/img/p/7/2/4/6/4/72464-product_category.jpg","229.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/23481-smartphone.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"25"," TECNO Pop 2 Plus - Minuit Noir"," Ecran:6.0 IPS LCDProcesseur:Quad core1.3 GHzSystème d'exploitation:Android 8.1 Oreo Mémoire RAM:1 Go Stockage: 16 GoAppareil Photo5 MP(Arriére) + Flash LED.8 MPf/2.0 (Avant)Capacité de Batterie:5000...","https://static.mytek.tn/img/p/8/2/8/7/9/82879-product_category.jpg","239.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/29514-smartphone-tecno-pop-2-plus-minuit-noir.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"26"," TECNO Pop 2 Plus - Nebula Noir"," Ecran:6.0 IPS LCDProcesseur:Quad core1.3 GHzSystème d'exploitation:Android 8.1 Oreo Mémoire RAM:1 Go Stockage: 16 GoAppareil Photo5 MP(Arriére) + Flash LED.8 MPf/2.0 (Avant)Capacité de Batterie:5000...","https://static.mytek.tn/img/p/8/2/8/7/5/82875-product_category.jpg","239.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/29512-smartphone-tecno-pop-2-plus-nebula-noir.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"27"," NOKIA 1 Plus - Noir"," Ecran:5.45 FWVGA+ IPS Résolution:960 x 480 pixels Systéme d'exploitation: Android 9 PieProcesseur:Mediatek MT6739WWQuadCore1.5 GHz MémoireRAM:1 Go Stockage:8 GoExtensible Jusqu'à128 GoAppareil Photo...","https://static.mytek.tn/img/p/7/2/4/7/6/72476-product_category.jpg","239.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/23120-smartphone-nokia-1-plus-noir.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"28"," NOKIA 1 Plus - Bleu"," Ecran:5.45 FWVGA+ IPSRésolution:960 x 480 pixels Systéme d'exploitation: Android 9 PieProcesseur:Mediatek MT6739WWQuadCore1.5 GHz MémoireRAM:1 Go Stockage:8 GoExtensible Jusqu'à128 GoAppareil Photo...","https://static.mytek.tn/img/p/7/2/4/7/5/72475-product_category.jpg","239.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/23121-smartphone-nokia-1-plus-bleu.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"29"," TECNO Pop 2 Power - Gold"," Ecran:5.5Processeur:Quad core1.3GHzSystème d'exploitation:Android Oreo v8.1Mémoire RAM:1GStockage:8 Go Appareil Photo5MP(Arriére). 8 MP(Avant)avec double flashCapacité de Batterie:4000...","https://static.mytek.tn/img/p/7/8/5/6/8/78568-product_category.jpg","245.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/27319-smartphone-tecno-pop-2-power-gold.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"30"," TECNO Pop 2 Power - Bleu"," Ecran:5.5Processeur:Quad core1.3GHzSystème d'exploitation:Android Oreo v8.1Mémoire RAM:1GStockage:8 Go Appareil Photo5MP(Arriére). 8 MP(Avant)avec double flashCapacité de Batterie:4000...","https://static.mytek.tn/img/p/7/8/5/7/5/78575-product_category.jpg","245.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/27321-smartphone-tecno-pop-2-power-bleu.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"31"," TECNO Pop 2 Power - Noir"," Ecran:5.5Processeur:Quad core1.3GHzSystème d'exploitation:Android Oreo v8.1Mémoire RAM:1GStockage:8 Go Appareil Photo5MP(Arriére). 8 MP(Avant)avec double flashCapacité de Batterie:4000...","https://static.mytek.tn/img/p/7/8/5/6/6/78566-product_category.jpg","245.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/27318-smartphone-tecno-pop-2-power-noir.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"32"," IKU A10 - Bleu (IKU-A10-BLUE)"," Ecran: 6.0HDProcesseur:Quad coreSpreadtrum SC7731E(4x 1.3 GHz CortexA7)Système d'exploitation:AndroidMémoire RAM:1 GoStockage:16 GoAppareil Photo Arriére:8 MP.flash LED  Appareil Photo Frontale:5...","https://static.mytek.tn/img/p/8/0/9/2/0/80920-product_category.jpg","249.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/28439-smartphone-iku-a10-bleu-iku-a10-blue.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"33"," EVERTEK M10 Pro 4G - Noir"," Écran5.5FWVGA+ IPSProcesseur:SC7731E. Quad Core 1.3GHzSystéme d'exploitation:Android 9.1MémoireRAM:2 Go Stockage:16 GoAppareil Photo Arriére:8 MégaPixels+ VGA.Appareil Photo Avant:5.0...","https://static.mytek.tn/img/p/8/3/2/3/2/83232-product_category.jpg","265.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/29712-smartphone-evertek-m10-pro-4g-noir.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"34"," IKU K3 - Noir (IKU-K3-BLACK)"," Ecran: 5.5 HD IPSProcesseur:Quad core1.3 GHz Système d'exploitation:Android 7.0 (Nougat) Mémoire RAM:2 GoStockage:16 GoAppareil Photo Arriére:13 MP. flash LED.panorama. HDR & Auto Focus  Appareil Photo Frontale:5 MPavec...","https://static.mytek.tn/img/p/8/0/0/8/7/80087-product_category.jpg","269.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/28030-smartphone-iku-k3-noir-iku-k3-black.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
